Archive Date,Group,Hospital HIPE,Hospital,Specialty HIPE,Specialty,Case Type,Adult/Child,Age Categorisation,Time Bands,Count
28/01/2021,RCSI  Hospitals Group,400,Louth County Hospital,7800,Urology,Day Case,Adult,16-64,  9-12 Months,13
28/01/2021,RCSI  Hospitals Group,400,Louth County Hospital,7800,Urology,Day Case,Adult,16-64, 12-15 Months,3
28/01/2021,RCSI  Hospitals Group,400,Louth County Hospital,7800,Urology,Day Case,Adult,16-64, 15-18 Months,2
28/01/2021,RCSI  Hospitals Group,400,Louth County Hospital,7800,Urology,Day Case,Adult,65+,  0-3 Months,33
28/01/2021,RCSI  Hospitals Group,400,Louth County Hospital,7800,Urology,Day Case,Adult,65+,  3-6 Months,10
28/01/2021,RCSI  Hospitals Group,400,Louth County Hospital,7800,Urology,Day Case,Adult,65+,  6-9 Months,8
28/01/2021,RCSI  Hospitals Group,400,Louth County Hospital,7800,Urology,Day Case,Adult,65+,  9-12 Months,1
28/01/2021,RCSI  Hospitals Group,400,Louth County Hospital,7800,Urology,Day Case,Adult,65+, 12-15 Months,1
28/01/2021,RCSI  Hospitals Group,400,Louth County Hospital,7800,Urology,Day Case,Adult,65+, 15-18 Months,2
28/01/2021,RCSI  Hospitals Group,402,Cavan General Hospital,0,Small Volume Specialities,Day Case,Adult,16-64,  3-6 Months,1
28/01/2021,RCSI  Hospitals Group,402,Cavan General Hospital,0,Small Volume Specialities,Day Case,Adult,65+,  3-6 Months,1
28/01/2021,RCSI  Hospitals Group,402,Cavan General Hospital,600,Otolaryngology (ENT),Day Case,Adult,16-64,  0-3 Months,2
28/01/2021,RCSI  Hospitals Group,402,Cavan General Hospital,600,Otolaryngology (ENT),Day Case,Adult,16-64,  3-6 Months,9
28/01/2021,RCSI  Hospitals Group,402,Cavan General Hospital,600,Otolaryngology (ENT),Day Case,Adult,16-64,  6-9 Months,16
28/01/2021,RCSI  Hospitals Group,402,Cavan General Hospital,600,Otolaryngology (ENT),Day Case,Adult,16-64,  9-12 Months,7
28/01/2021,RCSI  Hospitals Group,402,Cavan General Hospital,600,Otolaryngology (ENT),Day Case,Adult,16-64, 12-15 Months,10
28/01/2021,RCSI  Hospitals Group,402,Cavan General Hospital,600,Otolaryngology (ENT),Day Case,Adult,65+,  3-6 Months,1
28/01/2021,RCSI  Hospitals Group,402,Cavan General Hospital,600,Otolaryngology (ENT),Day Case,Adult,65+,  6-9 Months,1
28/01/2021,RCSI  Hospitals Group,402,Cavan General Hospital,600,Otolaryngology (ENT),Day Case,Adult,65+,  9-12 Months,2
28/01/2021,RCSI  Hospitals Group,402,Cavan General Hospital,600,Otolaryngology (ENT),Day Case,Adult,65+, 12-15 Months,1
28/01/2021,RCSI  Hospitals Group,402,Cavan General Hospital,1503,Gynaecology,Day Case,Adult,16-64,  0-3 Months,22
28/01/2021,RCSI  Hospitals Group,402,Cavan General Hospital,1503,Gynaecology,Day Case,Adult,16-64,  3-6 Months,21
28/01/2021,RCSI  Hospitals Group,402,Cavan General Hospital,1503,Gynaecology,Day Case,Adult,16-64,  6-9 Months,2
28/01/2021,RCSI  Hospitals Group,402,Cavan General Hospital,1503,Gynaecology,Day Case,Adult,16-64, 12-15 Months,1
28/01/2021,RCSI  Hospitals Group,402,Cavan General Hospital,1503,Gynaecology,Day Case,Adult,65+,  0-3 Months,5
28/01/2021,RCSI  Hospitals Group,402,Cavan General Hospital,1503,Gynaecology,Day Case,Adult,65+,  3-6 Months,4
28/01/2021,RCSI  Hospitals Group,402,Cavan General Hospital,1503,Gynaecology,Day Case,Adult,65+,  9-12 Months,1
28/01/2021,RCSI  Hospitals Group,402,Cavan General Hospital,2400,Respiratory Medicine,Inpatient,Adult,16-64,  3-6 Months,1
28/01/2021,RCSI  Hospitals Group,402,Cavan General Hospital,2400,Respiratory Medicine,Inpatient,Adult,16-64,  6-9 Months,1
28/01/2021,RCSI  Hospitals Group,402,Cavan General Hospital,2400,Respiratory Medicine,Inpatient,Adult,16-64,  9-12 Months,2
28/01/2021,RCSI  Hospitals Group,402,Cavan General Hospital,2400,Respiratory Medicine,Inpatient,Adult,65+,  3-6 Months,2
28/01/2021,RCSI  Hospitals Group,402,Cavan General Hospital,2600,General Surgery,Day Case,Adult,16-64,  0-3 Months,194
28/01/2021,RCSI  Hospitals Group,402,Cavan General Hospital,2600,General Surgery,Day Case,Adult,16-64,  3-6 Months,85
28/01/2021,RCSI  Hospitals Group,402,Cavan General Hospital,2600,General Surgery,Day Case,Adult,16-64,  6-9 Months,35
28/01/2021,RCSI  Hospitals Group,402,Cavan General Hospital,2600,General Surgery,Day Case,Adult,16-64,  9-12 Months,19
28/01/2021,RCSI  Hospitals Group,402,Cavan General Hospital,2600,General Surgery,Day Case,Adult,16-64, 12-15 Months,5
28/01/2021,RCSI  Hospitals Group,402,Cavan General Hospital,2600,General Surgery,Day Case,Adult,65+,  0-3 Months,48
28/01/2021,RCSI  Hospitals Group,402,Cavan General Hospital,2600,General Surgery,Day Case,Adult,65+,  3-6 Months,26
28/01/2021,RCSI  Hospitals Group,402,Cavan General Hospital,2600,General Surgery,Day Case,Adult,65+,  6-9 Months,9
28/01/2021,RCSI  Hospitals Group,402,Cavan General Hospital,2600,General Surgery,Day Case,Adult,65+,  9-12 Months,5
28/01/2021,RCSI  Hospitals Group,402,Cavan General Hospital,2600,General Surgery,Day Case,Child,0-15,  0-3 Months,12
28/01/2021,RCSI  Hospitals Group,402,Cavan General Hospital,2600,General Surgery,Day Case,Child,0-15,  3-6 Months,11
28/01/2021,RCSI  Hospitals Group,402,Cavan General Hospital,2600,General Surgery,Day Case,Child,0-15,  6-9 Months,3
28/01/2021,RCSI  Hospitals Group,402,Cavan General Hospital,2600,General Surgery,Day Case,Child,0-15,  9-12 Months,4
28/01/2021,RCSI  Hospitals Group,402,Cavan General Hospital,2600,General Surgery,Day Case,Child,0-15, 12-15 Months,1
28/01/2021,RCSI  Hospitals Group,402,Cavan General Hospital,2600,General Surgery,Day Case,Child,0-15, 15-18 Months,2
28/01/2021,RCSI  Hospitals Group,402,Cavan General Hospital,5000,General Medicine,Day Case,Adult,16-64,  0-3 Months,19
28/01/2021,RCSI  Hospitals Group,402,Cavan General Hospital,5000,General Medicine,Day Case,Adult,16-64,  3-6 Months,5
28/01/2021,RCSI  Hospitals Group,402,Cavan General Hospital,5000,General Medicine,Day Case,Adult,65+,  0-3 Months,21
28/01/2021,RCSI  Hospitals Group,402,Cavan General Hospital,5000,General Medicine,Day Case,Adult,65+,  3-6 Months,5
28/01/2021,RCSI  Hospitals Group,402,Cavan General Hospital,7800,Urology,Day Case,Adult,16-64,  0-3 Months,11
28/01/2021,RCSI  Hospitals Group,402,Cavan General Hospital,7800,Urology,Day Case,Adult,16-64,  3-6 Months,1
28/01/2021,RCSI  Hospitals Group,402,Cavan General Hospital,7800,Urology,Day Case,Adult,16-64,  6-9 Months,3
28/01/2021,RCSI  Hospitals Group,402,Cavan General Hospital,7800,Urology,Day Case,Adult,16-64,  9-12 Months,4
28/01/2021,RCSI  Hospitals Group,402,Cavan General Hospital,7800,Urology,Day Case,Adult,65+,  0-3 Months,34
28/01/2021,RCSI  Hospitals Group,402,Cavan General Hospital,7800,Urology,Day Case,Adult,65+,  3-6 Months,7
28/01/2021,RCSI  Hospitals Group,402,Cavan General Hospital,7800,Urology,Day Case,Adult,65+,  6-9 Months,2
28/01/2021,RCSI  Hospitals Group,402,Cavan General Hospital,7800,Urology,Day Case,Adult,65+,  9-12 Months,1
28/01/2021,RCSI  Hospitals Group,922,Our Lady of Lourdes Hospital Drogheda,0,Small Volume Specialities,Day Case,Adult,65+,  0-3 Months,1
28/01/2021,RCSI  Hospitals Group,922,Our Lady of Lourdes Hospital Drogheda,100,Cardiology,Day Case,Adult,16-64,  0-3 Months,7
28/01/2021,RCSI  Hospitals Group,922,Our Lady of Lourdes Hospital Drogheda,100,Cardiology,Day Case,Adult,16-64,  3-6 Months,2
28/01/2021,RCSI  Hospitals Group,922,Our Lady of Lourdes Hospital Drogheda,100,Cardiology,Day Case,Adult,65+,  0-3 Months,9
28/01/2021,RCSI  Hospitals Group,922,Our Lady of Lourdes Hospital Drogheda,100,Cardiology,Day Case,Adult,65+,  3-6 Months,1
28/01/2021,RCSI  Hospitals Group,922,Our Lady of Lourdes Hospital Drogheda,100,Cardiology,Inpatient,Adult,65+,  0-3 Months,1
28/01/2021,RCSI  Hospitals Group,922,Our Lady of Lourdes Hospital Drogheda,600,Otolaryngology (ENT),Day Case,Adult,16-64,  0-3 Months,5
28/01/2021,RCSI  Hospitals Group,922,Our Lady of Lourdes Hospital Drogheda,600,Otolaryngology (ENT),Day Case,Adult,16-64,  3-6 Months,1
28/01/2021,RCSI  Hospitals Group,922,Our Lady of Lourdes Hospital Drogheda,600,Otolaryngology (ENT),Day Case,Adult,16-64,  6-9 Months,1
28/01/2021,RCSI  Hospitals Group,922,Our Lady of Lourdes Hospital Drogheda,600,Otolaryngology (ENT),Inpatient,Adult,16-64,  0-3 Months,16
28/01/2021,RCSI  Hospitals Group,922,Our Lady of Lourdes Hospital Drogheda,600,Otolaryngology (ENT),Inpatient,Adult,16-64,  3-6 Months,5
28/01/2021,RCSI  Hospitals Group,922,Our Lady of Lourdes Hospital Drogheda,600,Otolaryngology (ENT),Inpatient,Adult,16-64,  9-12 Months,1
28/01/2021,RCSI  Hospitals Group,922,Our Lady of Lourdes Hospital Drogheda,600,Otolaryngology (ENT),Inpatient,Adult,16-64, 12-15 Months,1
28/01/2021,RCSI  Hospitals Group,922,Our Lady of Lourdes Hospital Drogheda,600,Otolaryngology (ENT),Inpatient,Adult,65+,  3-6 Months,1
28/01/2021,RCSI  Hospitals Group,922,Our Lady of Lourdes Hospital Drogheda,600,Otolaryngology (ENT),Inpatient,Child,0-15,  3-6 Months,10
28/01/2021,RCSI  Hospitals Group,922,Our Lady of Lourdes Hospital Drogheda,601,Paediatric ENT,Day Case,Child,0-15,  0-3 Months,11
28/01/2021,RCSI  Hospitals Group,922,Our Lady of Lourdes Hospital Drogheda,601,Paediatric ENT,Day Case,Child,0-15,  3-6 Months,10
28/01/2021,RCSI  Hospitals Group,922,Our Lady of Lourdes Hospital Drogheda,601,Paediatric ENT,Inpatient,Child,0-15,  0-3 Months,16
28/01/2021,RCSI  Hospitals Group,922,Our Lady of Lourdes Hospital Drogheda,601,Paediatric ENT,Inpatient,Child,0-15,  3-6 Months,26
28/01/2021,RCSI  Hospitals Group,922,Our Lady of Lourdes Hospital Drogheda,1503,Gynaecology,Inpatient,Adult,16-64,  0-3 Months,67
28/01/2021,RCSI  Hospitals Group,922,Our Lady of Lourdes Hospital Drogheda,1503,Gynaecology,Inpatient,Adult,16-64,  3-6 Months,34
28/01/2021,RCSI  Hospitals Group,922,Our Lady of Lourdes Hospital Drogheda,1503,Gynaecology,Inpatient,Adult,16-64,  6-9 Months,13
28/01/2021,RCSI  Hospitals Group,922,Our Lady of Lourdes Hospital Drogheda,1503,Gynaecology,Inpatient,Adult,16-64,  9-12 Months,15
28/01/2021,RCSI  Hospitals Group,922,Our Lady of Lourdes Hospital Drogheda,1503,Gynaecology,Inpatient,Adult,16-64, 12-15 Months,9
28/01/2021,RCSI  Hospitals Group,922,Our Lady of Lourdes Hospital Drogheda,1503,Gynaecology,Inpatient,Adult,16-64, 15-18 Months,4
28/01/2021,RCSI  Hospitals Group,922,Our Lady of Lourdes Hospital Drogheda,1503,Gynaecology,Inpatient,Adult,16-64,18+ Months,2
28/01/2021,RCSI  Hospitals Group,922,Our Lady of Lourdes Hospital Drogheda,1503,Gynaecology,Inpatient,Adult,65+,  0-3 Months,15
28/01/2021,RCSI  Hospitals Group,922,Our Lady of Lourdes Hospital Drogheda,1503,Gynaecology,Inpatient,Adult,65+,  3-6 Months,6
28/01/2021,RCSI  Hospitals Group,922,Our Lady of Lourdes Hospital Drogheda,1503,Gynaecology,Inpatient,Adult,65+,  6-9 Months,4
28/01/2021,RCSI  Hospitals Group,922,Our Lady of Lourdes Hospital Drogheda,1503,Gynaecology,Inpatient,Adult,65+,  9-12 Months,5
28/01/2021,RCSI  Hospitals Group,922,Our Lady of Lourdes Hospital Drogheda,1503,Gynaecology,Inpatient,Adult,65+, 12-15 Months,7
28/01/2021,RCSI  Hospitals Group,922,Our Lady of Lourdes Hospital Drogheda,1503,Gynaecology,Inpatient,Adult,65+,18+ Months,1
28/01/2021,RCSI  Hospitals Group,922,Our Lady of Lourdes Hospital Drogheda,2600,General Surgery,Day Case,Adult,16-64,  0-3 Months,7
28/01/2021,RCSI  Hospitals Group,922,Our Lady of Lourdes Hospital Drogheda,2600,General Surgery,Day Case,Adult,16-64,  3-6 Months,2
28/01/2021,RCSI  Hospitals Group,922,Our Lady of Lourdes Hospital Drogheda,2600,General Surgery,Day Case,Adult,65+,  0-3 Months,3
28/01/2021,RCSI  Hospitals Group,922,Our Lady of Lourdes Hospital Drogheda,2600,General Surgery,Day Case,Adult,65+,  3-6 Months,1
28/01/2021,RCSI  Hospitals Group,922,Our Lady of Lourdes Hospital Drogheda,2600,General Surgery,Day Case,Child,0-15,  0-3 Months,14
28/01/2021,RCSI  Hospitals Group,922,Our Lady of Lourdes Hospital Drogheda,2600,General Surgery,Day Case,Child,0-15,  3-6 Months,2
28/01/2021,RCSI  Hospitals Group,922,Our Lady of Lourdes Hospital Drogheda,2600,General Surgery,Day Case,Child,0-15,  9-12 Months,8
28/01/2021,RCSI  Hospitals Group,922,Our Lady of Lourdes Hospital Drogheda,2600,General Surgery,Day Case,Child,0-15, 12-15 Months,8
28/01/2021,RCSI  Hospitals Group,922,Our Lady of Lourdes Hospital Drogheda,2600,General Surgery,Day Case,Child,0-15, 15-18 Months,10
28/01/2021,RCSI  Hospitals Group,922,Our Lady of Lourdes Hospital Drogheda,2600,General Surgery,Day Case,Child,0-15,18+ Months,2
28/01/2021,RCSI  Hospitals Group,922,Our Lady of Lourdes Hospital Drogheda,2600,General Surgery,Inpatient,Adult,16-64,  0-3 Months,48
28/01/2021,RCSI  Hospitals Group,922,Our Lady of Lourdes Hospital Drogheda,2600,General Surgery,Inpatient,Adult,16-64,  3-6 Months,32
28/01/2021,RCSI  Hospitals Group,922,Our Lady of Lourdes Hospital Drogheda,2600,General Surgery,Inpatient,Adult,16-64,  6-9 Months,19
28/01/2021,RCSI  Hospitals Group,922,Our Lady of Lourdes Hospital Drogheda,2600,General Surgery,Inpatient,Adult,16-64,  9-12 Months,9
28/01/2021,RCSI  Hospitals Group,922,Our Lady of Lourdes Hospital Drogheda,2600,General Surgery,Inpatient,Adult,16-64, 12-15 Months,8
28/01/2021,RCSI  Hospitals Group,922,Our Lady of Lourdes Hospital Drogheda,2600,General Surgery,Inpatient,Adult,16-64,18+ Months,1
28/01/2021,RCSI  Hospitals Group,922,Our Lady of Lourdes Hospital Drogheda,2600,General Surgery,Inpatient,Adult,65+,  0-3 Months,25
28/01/2021,RCSI  Hospitals Group,922,Our Lady of Lourdes Hospital Drogheda,2600,General Surgery,Inpatient,Adult,65+,  3-6 Months,11
28/01/2021,RCSI  Hospitals Group,922,Our Lady of Lourdes Hospital Drogheda,2600,General Surgery,Inpatient,Adult,65+,  6-9 Months,18
28/01/2021,RCSI  Hospitals Group,922,Our Lady of Lourdes Hospital Drogheda,2600,General Surgery,Inpatient,Adult,65+,  9-12 Months,9
28/01/2021,RCSI  Hospitals Group,922,Our Lady of Lourdes Hospital Drogheda,2600,General Surgery,Inpatient,Adult,65+, 12-15 Months,4
28/01/2021,RCSI  Hospitals Group,922,Our Lady of Lourdes Hospital Drogheda,2600,General Surgery,Inpatient,Adult,65+, 15-18 Months,1
28/01/2021,RCSI  Hospitals Group,922,Our Lady of Lourdes Hospital Drogheda,7800,Urology,Day Case,Adult,16-64,  0-3 Months,45
28/01/2021,RCSI  Hospitals Group,922,Our Lady of Lourdes Hospital Drogheda,7800,Urology,Day Case,Adult,16-64,  3-6 Months,11
28/01/2021,RCSI  Hospitals Group,922,Our Lady of Lourdes Hospital Drogheda,7800,Urology,Day Case,Adult,16-64,  6-9 Months,8
28/01/2021,RCSI  Hospitals Group,922,Our Lady of Lourdes Hospital Drogheda,7800,Urology,Day Case,Adult,16-64,  9-12 Months,3
28/01/2021,RCSI  Hospitals Group,922,Our Lady of Lourdes Hospital Drogheda,7800,Urology,Day Case,Adult,65+,  0-3 Months,39
28/01/2021,RCSI  Hospitals Group,922,Our Lady of Lourdes Hospital Drogheda,7800,Urology,Day Case,Adult,65+,  3-6 Months,19
28/01/2021,RCSI  Hospitals Group,922,Our Lady of Lourdes Hospital Drogheda,7800,Urology,Day Case,Adult,65+,  6-9 Months,10
28/01/2021,RCSI  Hospitals Group,922,Our Lady of Lourdes Hospital Drogheda,7800,Urology,Day Case,Adult,65+,  9-12 Months,4
28/01/2021,RCSI  Hospitals Group,922,Our Lady of Lourdes Hospital Drogheda,7800,Urology,Inpatient,Adult,16-64,  0-3 Months,7
28/01/2021,RCSI  Hospitals Group,922,Our Lady of Lourdes Hospital Drogheda,7800,Urology,Inpatient,Adult,16-64,  3-6 Months,2
28/01/2021,RCSI  Hospitals Group,922,Our Lady of Lourdes Hospital Drogheda,7800,Urology,Inpatient,Adult,65+,  0-3 Months,13
28/01/2021,RCSI  Hospitals Group,922,Our Lady of Lourdes Hospital Drogheda,7800,Urology,Inpatient,Adult,65+,  3-6 Months,2
28/01/2021,RCSI  Hospitals Group,922,Our Lady of Lourdes Hospital Drogheda,7800,Urology,Inpatient,Adult,65+,  6-9 Months,2
28/01/2021,RCSI  Hospitals Group,923,Beaumont Hospital,0,Small Volume Specialities,Day Case,Adult,16-64,  3-6 Months,1
28/01/2021,RCSI  Hospitals Group,923,Beaumont Hospital,0,Small Volume Specialities,Inpatient,Adult,16-64,  3-6 Months,1
28/01/2021,RCSI  Hospitals Group,923,Beaumont Hospital,100,Cardiology,Day Case,Adult,16-64,  0-3 Months,148
28/01/2021,RCSI  Hospitals Group,923,Beaumont Hospital,100,Cardiology,Day Case,Adult,16-64,  3-6 Months,88
28/01/2021,RCSI  Hospitals Group,923,Beaumont Hospital,100,Cardiology,Day Case,Adult,16-64,  6-9 Months,28
28/01/2021,RCSI  Hospitals Group,923,Beaumont Hospital,100,Cardiology,Day Case,Adult,16-64,  9-12 Months,12
28/01/2021,RCSI  Hospitals Group,923,Beaumont Hospital,100,Cardiology,Day Case,Adult,16-64, 12-15 Months,3
28/01/2021,RCSI  Hospitals Group,923,Beaumont Hospital,100,Cardiology,Day Case,Adult,16-64, 15-18 Months,1
28/01/2021,RCSI  Hospitals Group,923,Beaumont Hospital,100,Cardiology,Day Case,Adult,16-64,18+ Months,3
28/01/2021,RCSI  Hospitals Group,923,Beaumont Hospital,100,Cardiology,Day Case,Adult,65+,  0-3 Months,166
28/01/2021,RCSI  Hospitals Group,923,Beaumont Hospital,100,Cardiology,Day Case,Adult,65+,  3-6 Months,102
28/01/2021,RCSI  Hospitals Group,923,Beaumont Hospital,100,Cardiology,Day Case,Adult,65+,  6-9 Months,40
28/01/2021,RCSI  Hospitals Group,923,Beaumont Hospital,100,Cardiology,Day Case,Adult,65+,  9-12 Months,14
28/01/2021,RCSI  Hospitals Group,923,Beaumont Hospital,100,Cardiology,Day Case,Adult,65+, 15-18 Months,1
28/01/2021,RCSI  Hospitals Group,923,Beaumont Hospital,100,Cardiology,Day Case,Adult,65+,18+ Months,1
28/01/2021,RCSI  Hospitals Group,923,Beaumont Hospital,100,Cardiology,Inpatient,Adult,65+,  0-3 Months,1
28/01/2021,RCSI  Hospitals Group,923,Beaumont Hospital,100,Cardiology,Inpatient,Adult,65+,  3-6 Months,1
28/01/2021,RCSI  Hospitals Group,923,Beaumont Hospital,300,Dermatology,Day Case,Adult,16-64,  0-3 Months,44
28/01/2021,RCSI  Hospitals Group,923,Beaumont Hospital,300,Dermatology,Day Case,Adult,16-64,  3-6 Months,12
28/01/2021,RCSI  Hospitals Group,923,Beaumont Hospital,300,Dermatology,Day Case,Adult,16-64,  6-9 Months,1
28/01/2021,RCSI  Hospitals Group,923,Beaumont Hospital,300,Dermatology,Day Case,Adult,65+,  0-3 Months,50
28/01/2021,RCSI  Hospitals Group,923,Beaumont Hospital,300,Dermatology,Day Case,Adult,65+,  3-6 Months,7
28/01/2021,RCSI  Hospitals Group,923,Beaumont Hospital,300,Dermatology,Day Case,Adult,65+,  6-9 Months,3
28/01/2021,RCSI  Hospitals Group,923,Beaumont Hospital,600,Otolaryngology (ENT),Day Case,Adult,16-64,  0-3 Months,54
28/01/2021,RCSI  Hospitals Group,923,Beaumont Hospital,600,Otolaryngology (ENT),Day Case,Adult,16-64,  3-6 Months,30
28/01/2021,RCSI  Hospitals Group,923,Beaumont Hospital,600,Otolaryngology (ENT),Day Case,Adult,16-64,  6-9 Months,7
28/01/2021,RCSI  Hospitals Group,923,Beaumont Hospital,600,Otolaryngology (ENT),Day Case,Adult,16-64,  9-12 Months,8
28/01/2021,RCSI  Hospitals Group,923,Beaumont Hospital,600,Otolaryngology (ENT),Day Case,Adult,16-64, 12-15 Months,15
28/01/2021,RCSI  Hospitals Group,923,Beaumont Hospital,600,Otolaryngology (ENT),Day Case,Adult,16-64, 15-18 Months,3
28/01/2021,RCSI  Hospitals Group,923,Beaumont Hospital,600,Otolaryngology (ENT),Day Case,Adult,16-64,18+ Months,2
28/01/2021,RCSI  Hospitals Group,923,Beaumont Hospital,600,Otolaryngology (ENT),Day Case,Adult,65+,  0-3 Months,16
28/01/2021,RCSI  Hospitals Group,923,Beaumont Hospital,600,Otolaryngology (ENT),Day Case,Adult,65+,  3-6 Months,13
28/01/2021,RCSI  Hospitals Group,923,Beaumont Hospital,600,Otolaryngology (ENT),Day Case,Adult,65+,  6-9 Months,7
28/01/2021,RCSI  Hospitals Group,923,Beaumont Hospital,600,Otolaryngology (ENT),Day Case,Adult,65+,  9-12 Months,4
28/01/2021,RCSI  Hospitals Group,923,Beaumont Hospital,600,Otolaryngology (ENT),Day Case,Adult,65+, 12-15 Months,4
28/01/2021,RCSI  Hospitals Group,923,Beaumont Hospital,600,Otolaryngology (ENT),Inpatient,Adult,16-64,  0-3 Months,87
28/01/2021,RCSI  Hospitals Group,923,Beaumont Hospital,600,Otolaryngology (ENT),Inpatient,Adult,16-64,  3-6 Months,66
28/01/2021,RCSI  Hospitals Group,923,Beaumont Hospital,600,Otolaryngology (ENT),Inpatient,Adult,16-64,  6-9 Months,17
28/01/2021,RCSI  Hospitals Group,923,Beaumont Hospital,600,Otolaryngology (ENT),Inpatient,Adult,16-64,  9-12 Months,47
28/01/2021,RCSI  Hospitals Group,923,Beaumont Hospital,600,Otolaryngology (ENT),Inpatient,Adult,16-64, 12-15 Months,54
28/01/2021,RCSI  Hospitals Group,923,Beaumont Hospital,600,Otolaryngology (ENT),Inpatient,Adult,16-64, 15-18 Months,22
28/01/2021,RCSI  Hospitals Group,923,Beaumont Hospital,600,Otolaryngology (ENT),Inpatient,Adult,16-64,18+ Months,7
28/01/2021,RCSI  Hospitals Group,923,Beaumont Hospital,600,Otolaryngology (ENT),Inpatient,Adult,65+,  0-3 Months,8
28/01/2021,RCSI  Hospitals Group,923,Beaumont Hospital,600,Otolaryngology (ENT),Inpatient,Adult,65+,  3-6 Months,16
28/01/2021,RCSI  Hospitals Group,923,Beaumont Hospital,600,Otolaryngology (ENT),Inpatient,Adult,65+,  6-9 Months,5
28/01/2021,RCSI  Hospitals Group,923,Beaumont Hospital,600,Otolaryngology (ENT),Inpatient,Adult,65+,  9-12 Months,3
28/01/2021,RCSI  Hospitals Group,923,Beaumont Hospital,600,Otolaryngology (ENT),Inpatient,Adult,65+, 12-15 Months,17
28/01/2021,RCSI  Hospitals Group,923,Beaumont Hospital,600,Otolaryngology (ENT),Inpatient,Adult,65+, 15-18 Months,8
28/01/2021,RCSI  Hospitals Group,923,Beaumont Hospital,600,Otolaryngology (ENT),Inpatient,Child,0-15,  0-3 Months,5
28/01/2021,RCSI  Hospitals Group,923,Beaumont Hospital,600,Otolaryngology (ENT),Inpatient,Child,0-15,  3-6 Months,8
28/01/2021,RCSI  Hospitals Group,923,Beaumont Hospital,600,Otolaryngology (ENT),Inpatient,Child,0-15,  6-9 Months,3
28/01/2021,RCSI  Hospitals Group,923,Beaumont Hospital,600,Otolaryngology (ENT),Inpatient,Child,0-15,  9-12 Months,16
28/01/2021,RCSI  Hospitals Group,923,Beaumont Hospital,600,Otolaryngology (ENT),Inpatient,Child,0-15, 12-15 Months,20
28/01/2021,RCSI  Hospitals Group,923,Beaumont Hospital,600,Otolaryngology (ENT),Inpatient,Child,0-15, 15-18 Months,2
28/01/2021,RCSI  Hospitals Group,923,Beaumont Hospital,700,Gastro-Enterology,Day Case,Adult,16-64,  0-3 Months,8
28/01/2021,RCSI  Hospitals Group,923,Beaumont Hospital,700,Gastro-Enterology,Day Case,Adult,16-64,  6-9 Months,2
28/01/2021,RCSI  Hospitals Group,923,Beaumont Hospital,700,Gastro-Enterology,Day Case,Adult,65+,  0-3 Months,7
28/01/2021,RCSI  Hospitals Group,923,Beaumont Hospital,700,Gastro-Enterology,Day Case,Adult,65+,  3-6 Months,1
28/01/2021,RCSI  Hospitals Group,923,Beaumont Hospital,700,Gastro-Enterology,Day Case,Adult,65+,  6-9 Months,1
28/01/2021,RCSI  Hospitals Group,923,Beaumont Hospital,1300,Neurology,Day Case,Adult,16-64,  0-3 Months,1
28/01/2021,RCSI  Hospitals Group,923,Beaumont Hospital,1300,Neurology,Day Case,Adult,16-64,  3-6 Months,1
28/01/2021,RCSI  Hospitals Group,923,Beaumont Hospital,1300,Neurology,Day Case,Adult,16-64,  9-12 Months,1
28/01/2021,RCSI  Hospitals Group,923,Beaumont Hospital,1300,Neurology,Day Case,Adult,16-64, 12-15 Months,1
28/01/2021,RCSI  Hospitals Group,923,Beaumont Hospital,1300,Neurology,Inpatient,Adult,16-64,  0-3 Months,11
28/01/2021,RCSI  Hospitals Group,923,Beaumont Hospital,1300,Neurology,Inpatient,Adult,16-64,  6-9 Months,1
28/01/2021,RCSI  Hospitals Group,923,Beaumont Hospital,1300,Neurology,Inpatient,Adult,65+,  0-3 Months,2
28/01/2021,RCSI  Hospitals Group,923,Beaumont Hospital,1400,Neurosurgery,Day Case,Adult,16-64,  9-12 Months,2
28/01/2021,RCSI  Hospitals Group,923,Beaumont Hospital,1400,Neurosurgery,Day Case,Adult,16-64, 12-15 Months,1
28/01/2021,RCSI  Hospitals Group,923,Beaumont Hospital,1400,Neurosurgery,Inpatient,Adult,16-64,  0-3 Months,131
28/01/2021,RCSI  Hospitals Group,923,Beaumont Hospital,1400,Neurosurgery,Inpatient,Adult,16-64,  3-6 Months,69
28/01/2021,RCSI  Hospitals Group,923,Beaumont Hospital,1400,Neurosurgery,Inpatient,Adult,16-64,  6-9 Months,37
28/01/2021,RCSI  Hospitals Group,923,Beaumont Hospital,1400,Neurosurgery,Inpatient,Adult,16-64,  9-12 Months,51
28/01/2021,RCSI  Hospitals Group,923,Beaumont Hospital,1400,Neurosurgery,Inpatient,Adult,16-64, 12-15 Months,49
28/01/2021,RCSI  Hospitals Group,923,Beaumont Hospital,1400,Neurosurgery,Inpatient,Adult,16-64, 15-18 Months,18
28/01/2021,RCSI  Hospitals Group,923,Beaumont Hospital,1400,Neurosurgery,Inpatient,Adult,16-64,18+ Months,8
28/01/2021,RCSI  Hospitals Group,923,Beaumont Hospital,1400,Neurosurgery,Inpatient,Adult,65+,  0-3 Months,26
28/01/2021,RCSI  Hospitals Group,923,Beaumont Hospital,1400,Neurosurgery,Inpatient,Adult,65+,  3-6 Months,21
28/01/2021,RCSI  Hospitals Group,923,Beaumont Hospital,1400,Neurosurgery,Inpatient,Adult,65+,  6-9 Months,9
